Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,BSA,Budget SubActivity (BSA) Title,Budget Line Item,Budget Line Item (BLI) Title,Cost Type,Cost Type Title,FY 2024 Actuals Quantity,FY 2024 Actuals Amount,FY 2025 Enacted Quantity,FY 2025 Enacted Amount,FY 2026 Disc Request Quantity,FY 2026 Disc Request Amount,FY 2026 Reconciliation Request Quantity,FY 2026 Reconciliation Request Amount,FY 2026 Total Quantity,FY 2026 Total Amount
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,24,45,Rockets,2348EA4000,"Shoulder Launched Munitions, All Types",A,Weapon System Cost,,"77,815",,833,,"46,089",,,,"46,089"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,25,45,Rockets,3246E37300,"Rocket, Hydra 70, All Types",A,Weapon System Cost,,"166,686",,"34,302",,"34,836",,,,"34,836"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,26,47,Other Ammunition,2420E61000,"CAD/PAD, All Types",A,Weapon System Cost,,"6,564",,"6,571",,"12,543",,,,"12,543"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,27,47,Other Ammunition,2790E55400,"Demolition Munitions, All Types",A,Weapon System Cost,,"24,238",,"17,728",,"21,409",,,,"21,409"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,28,47,Other Ammunition,4582E34000,"Grenades, All Types",A,Weapon System Cost,,"50,874",,"32,623",,"56,530",,,,"56,530"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,29,47,Other Ammunition,6038E46900,"Signals, All Types",A,Weapon System Cost,,"13,489",,"21,510",,"36,846",,,,"36,846"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,30,47,Other Ammunition,8278E51200,"Simulators, All Types",A,Weapon System Cost,,"11,309",,"11,132",,"10,821",,,,"10,821"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,32,50,Miscellaneous,0684EB0016,"Ammo Components, All Types",A,Weapon System Cost,,"3,976",,"4,085",,"4,084",,,,"4,084"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,33,50,Miscellaneous,1430E91901,"Non-Lethal Ammunition, All Types",A,Weapon System Cost,,699,,,,,,,,
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,34,50,Miscellaneous,2624EA0055,Items Less Than $5 Million (AMMO),A,Weapon System Cost,,"17,441",,"16,074",,"16,799",,,,"16,799"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,35,50,Miscellaneous,4370EA0575,Ammunition Peculiar Equipment,A,Weapon System Cost,,"13,133",,"3,283",,"16,219",,,,"16,219"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,36,50,Miscellaneous,4758EA0550,First Destination Transportation (AMMO),A,Weapon System Cost,,"18,128",,"18,677",,"18,600",,,,"18,600"
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,37,50,Miscellaneous,9615EA8500,Closeout Liabilities,A,Weapon System Cost,,102,,102,,102,,,,102
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,40,10,Production Base Support,0572EP1000,Industrial Facilities,A,Weapon System Cost,,"2,359,935",,"1,054,260",,"1,084,611",,,,"1,084,611"
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,41,10,Production Base Support,4099EP1700,Conventional Munitions Demilitarization,A,Weapon System Cost,,"183,753",,"135,649",,"155,050",,,,"155,050"
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,42,10,Production Base Support,4150EP2500,ARMS Initiative,A,Weapon System Cost,,"4,057",,"4,140",,"3,885",,,,"3,885"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,2,10,Tactical Vehicles,0896D03900,FAMILY OF SEMITRAILERS,A,Weapon System Cost,,,359,"85,734",,"132,793",,,,"132,793"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,3,10,Tactical Vehicles,0930D01001,"Semitrailers, Flatbed:",A,Weapon System Cost,,"26,902",,,,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,4,10,Tactical Vehicles,1400D02001,"Semitrailers, tankers",A,Weapon System Cost,,"35,736",,,,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,5,10,Tactical Vehicles,3446D15400,HI MOB MULTI-PURP WHLD VEH (HMMWV),A,Weapon System Cost,,"25,904",,"55,265",,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,6,10,Tactical Vehicles,3484D15501,Ground Mobility Vehicles (GMV),A,Weapon System Cost,,"97,865",,"44,407",,"308,620",,,,"308,620"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,7,10,Tactical Vehicles,3636D10000,ARNG HMMWV Modernization Program,A,Weapon System Cost,,"140,000",,"90,000",,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,9,10,Tactical Vehicles,5731D15610,JOINT LIGHT TACTICAL VEHICLE FAMILY OF VEHICL,A,Weapon System Cost,,"795,459",,"627,988",,"45,840",,,,"45,840"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,10,10,Tactical Vehicles,5862D16001,"TRUCK, DUMP, 20T (CCE)",A,Weapon System Cost,,"35,075",,"49,086",,"17,000",,,,"17,000"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,11,10,Tactical Vehicles,6866D15500,Family Of Medium Tactical Veh (FMTV),A,Weapon System Cost,,"209,546",,"253,924",,"85,490",,,,"85,490"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,12,10,Tactical Vehicles,6880D15620,Family of Cold Weather All-Terrain Vehicle (C,A,Weapon System Cost,,"80,243",,"69,667",,"38,001",,,,"38,001"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,13,10,Tactical Vehicles,7000D15800,Firetrucks & Associated Firefighting Equip,A,Weapon System Cost,,"55,340",,"36,726",,"39,761",,,,"39,761"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,14,10,Tactical Vehicles,8309DA0500,Family Of Heavy Tactical Vehicles (FHTV),A,Weapon System Cost,,"243,019",,"266,711",,"202,009",,,,"202,009"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,16,10,Tactical Vehicles,8331D16506,PLS ESP,A,Weapon System Cost,,"47,925",,,,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,19,10,Tactical Vehicles,8980D04003,Tactical Wheeled Vehicle Protection Kits,A,Weapon System Cost,,"3,792",,"24,747",,"2,660",,,,"2,660"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,20,10,Tactical Vehicles,8992DA0924,Modification Of In Svc Equip,A,Weapon System Cost,,"131,506",,"152,801",,"98,728",,,,"98,728"
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,22,20,Non-Tactical Vehicles,0358D23000,Passenger Carrying Vehicles,A,Weapon System Cost,,"1,048",,,,,,,,
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,23,20,Non-Tactical Vehicles,2450D30000,"NonTactical Vehicles, Other",A,Weapon System Cost,,"2,984",,"14,667",,"8,462",,,,"8,462"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,26,12,Comm - Joint Communications,1981B00010,Signal Modernization Program,A,Weapon System Cost,,"144,857",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,27,12,Comm - Joint Communications,1982B07100,Tactical Network Technology Mod In Svc,A,Weapon System Cost,,"339,344",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,29,12,Comm - Joint Communications,1989B11200,TACTICAL NETWORK COMMUNICATION,A,Weapon System Cost,,,151,"378,645",,"866,347",,,,"866,347"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,30,12,Comm - Joint Communications,2161B47200,Disaster Incident Response Comms Terminal (DI,A,Weapon System Cost,,254,,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,31,12,Comm - Joint Communications,2930BB5777,JCSE Equipment (USRDECOM),A,Weapon System Cost,,"5,097",,"5,504",,"5,389",,,,"5,389"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,32,18,Comm - Satellite Communications,2912B56000,SATELLITE COMMUNICATIONS,A,Weapon System Cost,,,294,"149,921",,"114,770",,,,"114,770"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,35,18,Comm - Satellite Communications,2939B09600,SPECTRUM CBRS,A,Weapon System Cost,,-19,,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,36,18,Comm - Satellite Communications,2948BB8500,Defense Enterprise Wideband Satcom Systems,A,Weapon System Cost,,"101,181",,"87,058",,"65,591",,,,"65,591"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,37,18,Comm - Satellite Communications,2956B85800,Transportable Tactical Command Communications,A,Weapon System Cost,,"57,449",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,38,18,Comm - Satellite Communications,9810BA9350,SHF Term,A,Weapon System Cost,,"41,634",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,39,18,Comm - Satellite Communications,9897K49000,"Assured Positioning, Navigation and Timing",A,Weapon System Cost,,"202,370",,"232,438",,"212,469",,,,"212,469"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,40,18,Comm - Satellite Communications,9903BC4000,EHF SATELLITE COMMUNICATION,A,Weapon System Cost,,"12,976",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,42,18,Comm - Satellite Communications,9915BC4120,Global Brdcst Svc - GBS,A,Weapon System Cost,,"5,831",,534,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,44,18,Comm - Satellite Communications,9923B09900,Spectrum Microwave,A,Weapon System Cost,,"-6,463",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,45,24,Comm - C3 System,8151B70000,COE Tactical Server Infrastructure (TSI),A,Weapon System Cost,,"77,999",,"58,692",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,46,32,Comm - Combat Communications,6458B95004,Handheld Manpack Small Form Fit (HMS),A,Weapon System Cost,,"721,407",,"649,214",,"478,435",,,,"478,435"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,48,32,Comm - Combat Communications,7264B24400,ARMY LINK 16 SYSTEMS,A,Weapon System Cost,,"60,767",,"104,320",,"133,836",,,,"133,836"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,51,32,Comm - Combat Communications,8563B58601,Unified Command Suite,A,Weapon System Cost,,"18,999",,"20,445",,"20,010",,,,"20,010"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,52,32,Comm - Combat Communications,9164BU8100,COTS Communications Equipment,A,Weapon System Cost,,"407,385",,"489,754",,"207,402",,,,"207,402"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,53,32,Comm - Combat Communications,9885MA8000,Family of Med Comm for Combat Casualty Care,A,Weapon System Cost,,"1,374",,"5,000",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,54,32,Comm - Combat Communications,9887B88810,Army Communications & Electronics,A,Weapon System Cost,,"52,485",,"60,611",,"110,678",,,,"110,678"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,56,36,Comm - Intelligence Comm,0250BK5284,CI AUTOMATION ARCHITECTURE-INTEL,A,Weapon System Cost,,"17,640",,"15,512",,"15,290",,,,"15,290"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,58,36,Comm - Intelligence Comm,0287BZ6100,MULTI-DOMAIN INTELLIGENCE,A,Weapon System Cost,,"100,789",,"131,548",,"108,655",,,,"108,655"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,60,64,Information Security,0122TA0600,Information System Security Program-ISSP,A,Weapon System Cost,,701,,337,,826,,,,826
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,61,64,Information Security,0125B96000,Communications Security (COMSEC),A,Weapon System Cost,,"156,821",,"98,005",,"125,970",,,,"125,970"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,62,64,Information Security,0128B63000,Defensive CYBER Operations,A,Weapon System Cost,,"2,399",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,66,64,Information Security,0152B13000,BIOMETRIC ENABLING CAPABILITY (BEC),A,Weapon System Cost,,453,,45,,65,,,,65
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,69,72,Comm - Long Haul Communications,9716BU4160,Base Support Communications,A,Weapon System Cost,,"38,278",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,70,73,Comm - Base Communications,9200BB8650,Information Systems,A,Weapon System Cost,,"32,608",,"48,912",,"209,378",,,,"209,378"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,71,73,Comm - Base Communications,9666BU8000,Emergency Management Modernization Program,A,Weapon System Cost,,"10,949",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,72,73,Comm - Base Communications,9668B74000,BASE EMERGENCY COMMUNICATION,A,Weapon System Cost,,,,"42,402",,"50,177",,,,"50,177"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,74,73,Comm - Base Communications,9700BU0500,Installation Info Infrastructure Mod Program,A,Weapon System Cost,,"243,011",,"138,978",,"439,373",,,,"439,373"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,78,80,Elect Equip - Tact Int Rel Act (TIARA),9398K57300,TITAN,A,Weapon System Cost,,,,,,"236,314",,,,"236,314"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,79,80,Elect Equip - Tact Int Rel Act (TIARA),9522V29600,JTT/CIBS-M,A,Weapon System Cost,,"8,543",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,80,80,Elect Equip - Tact Int Rel Act (TIARA),9546B97600,TERRESTRIAL LAYER SYSTEMS (TLS),A,Weapon System Cost,,"197,230",,"62,762",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,81,80,Elect Equip - Tact Int Rel Act (TIARA),9556B87000,COLLECTION CAPABILITY,A,Weapon System Cost,,,32,"4,851",,"2,935",,,,"2,935"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,82,80,Elect Equip - Tact Int Rel Act (TIARA),9654BU4050,DRUG INTERDICTION PROGRAM (DIP) (TIARA),A,Weapon System Cost,,"4,044",,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,83,80,Elect Equip - Tact Int Rel Act (TIARA),9690BZ7316,DCGS-A-INTEL,A,Weapon System Cost,,"2,980",,"4,122",,"1,087",,,,"1,087"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,85,80,Elect Equip - Tact Int Rel Act (TIARA),9704BA0326,TROJAN,A,Weapon System Cost,,"30,649",,"39,344",,"37,968",,,,"37,968"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,86,80,Elect Equip - Tact Int Rel Act (TIARA),9912BZ9750,MOD OF IN-SVC EQUIP (INTEL SPT),A,Weapon System Cost,,"14,169",,"6,541",,"20,598",,,,"20,598"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,88,80,Elect Equip - Tact Int Rel Act (TIARA),9988BK5300,BIOMETRIC TACTICAL COLLECTION DEVICES,A,Weapon System Cost,,932,,,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,90,83,Elect Equip - Electronic Warfare (EW),8488K00002,EW Planning & Management Tools (EWPMT),A,Weapon System Cost,,"21,188",,"26,327",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,91,83,Elect Equip - Electronic Warfare (EW),8489W60001,AIR VIGILANCE (AV),A,Weapon System Cost,,"6,641",,"9,956",,"9,731",,"3,100",,"12,831"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,92,83,Elect Equip - Electronic Warfare (EW),8491B05000,Multi-Function Electronic Warfare (MFEW) Syst,A,Weapon System Cost,,"15,941",,"17,004",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,93,83,Elect Equip - Electronic Warfare (EW),9926BL5287,FAMILY OF PERSISTENT SURVEILLANCE CAP.,A,Weapon System Cost,,,,"13,225",,"15,382",,,,"15,382"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,94,83,Elect Equip - Electronic Warfare (EW),9996BL5283,COUNTERINTELLIGENCE/SECURITY COUNTERMEASURES,A,Weapon System Cost,,"24,283",,"20,951",,"8,283",,,,"8,283"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,95,83,Elect Equip - Electronic Warfare (EW),9997BL5285,CI MODERNIZATION,A,Weapon System Cost,,433,,260,,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,96,86,Elect Equip - Tactical Surv. (Tac Surv),0125WK5057,Sentinel Mods,A,Weapon System Cost,,"161,886",,"171,436",,"462,010",,,,"462,010"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,97,86,Elect Equip - Tactical Surv. (Tac Surv),0140KA3500,Night Vision Devices,A,Weapon System Cost,,"434,372",,"367,443",,"211,056",,,,"211,056"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,98,86,Elect Equip - Tactical Surv. (Tac Surv),0155K35110,Small Tactical Optical Rifle Mounted MLRF,A,Weapon System Cost,,"15,484",,"10,864",,"2,111",,,,"2,111"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,99,86,Elect Equip - Tactical Surv. (Tac Surv),0169BZ6501,Base Expeditiary Targeting and Surv Sys,A,Weapon System Cost,,,,,,"1,801",,,,"1,801"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,100,86,Elect Equip - Tactical Surv. (Tac Surv),0173BZ0501,Indirect Fire Protection Family Of Systems,A,Weapon System Cost,,,,"63,122",,"27,881",,,,"27,881"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,101,86,Elect Equip - Tactical Surv. (Tac Surv),0177K22001,FAMILY OF WEAPON SIGHTS (FWS),A,Weapon System Cost,,"244,677",,"164,980",,"103,607",,,,"103,607"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,102,86,Elect Equip - Tactical Surv. (Tac Surv),0187AD3260,ENHANCED PORTABLE INDUCTIVE ARTILLERY FUZE SE,A,Weapon System Cost,,"3,652",,"2,971",,"10,456",,,,"10,456"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,104,86,Elect Equip - Tactical Surv. (Tac Surv),0214KA4510,Forward Looking Infrared (IFLIR),A,Weapon System Cost,,"20,438",,"68,504",,"60,765",,,,"60,765"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,105,86,Elect Equip - Tactical Surv. (Tac Surv),0219AD0500,COUNTER SMALL UNMANNED AERIAL SYSTEM (C-SUAS),A,Weapon System Cost,,"628,062",,"288,386",,,,,,
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,106,86,Elect Equip - Tactical Surv. (Tac Surv),0245W61990,JOINT BATTLE COMMAND - PLATFORM (JBC-P),A,Weapon System Cost,,"154,049",,"167,172",,"165,395",,,,"165,395"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,107,86,Elect Equip - Tactical Surv. (Tac Surv),0254K32101,JOINT EFFECTS TARGETING SYSTEM (JETS),A,Weapon System Cost,,"8,932",,"8,826",,"48,715",,,,"48,715"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,109,86,Elect Equip - Tactical Surv. (Tac Surv),5726K99200,Computer Ballistics:  LHMBC XM32,A,Weapon System Cost,,"1,653",,"2,966",,"6,325",,,,"6,325"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,110,86,Elect Equip - Tactical Surv. (Tac Surv),7500K99300,Mortar Fire Control System,A,Weapon System Cost,,"8,024",,"4,660",,"3,657",,,,"3,657"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,111,86,Elect Equip - Tactical Surv. (Tac Surv),7563AD9300,Mortar Fire Control Systems Modifications,A,Weapon System Cost,,"7,399",,"6,098",,"3,262",,,,"3,262"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,112,86,Elect Equip - Tactical Surv. (Tac Surv),8386BA5500,Counterfire Radars,A,Weapon System Cost,,"73,799",,"18,802",,"40,526",,,,"40,526"
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,113,89,Elect Equip - Tactical C2 Systems,9042B29810,Army Command Post Integrated Infrastructure (,A,Weapon System Cost,,"78,512",,"5,000",,"723,187",,,,"723,187"
